1.;030503;Правоведение;среднее профессиональное;51;Юрист;Основная;1 год 10 месяцев
353.;05.09.03;Электротехнические комплексы и системы;послевузовское профессиональное;;Кандидат наук;Основная;3 года
354.;05.09.05;Теоретическая электротехника;послевузовское профессиональное;;Кандидат наук;Основная;3 года
355.;05.09.12;Силовая электроника;послевузовское профессиональное;;Кандидат наук;Основная;3 года
356.;05.11.16;Информационно-измерительные и управляющие системы (транспорт);послевузовское профессиональное;;Кандидат наук;Основная;3 года
357.;05.12.04;Радиотехника, в том числе системы и устройства телевидения;послевузовское профессиональное;;Кандидат наук;Основная;3 года
358.;05.12.13;Системы, сети и устройства телекоммуникаций;послевузовское профессиональное;;Кандидат наук;Основная;3 года
359.;05.13.01;Системный анализ, управление и обработка информации (транспорт);послевузовское профессиональное;;Кандидат наук;Основная;3 года
360.;05.13.05;Элементы и устройства вычислительной техники и систем управления;послевузовское профессиональное;;Кандидат наук;Основная;3 года
361.;05.13.06;Автоматизация и управление технологическими процессами и производствами (транспорт);послевузовское профессиональное;;Кандидат наук;Основная;3 года
362.;05.13.10;Управление в социальных и экономических системах;послевузовское профессиональное;;Кандидат наук;Основная;3 года
363.;05.13.11;Математическое и программное обеспечение вычислительных машин, комплексов и компьютерных сетей;послевузовское профессиональное;;Кандидат наук;Основная;3 года
364.;05.13.12;Системы автоматизации проектирования (транспорт);послевузовское профессиональное;;Кандидат наук;Основная;3 года
365.;05.13.13;Телекоммуникационные системы и компьютерные сети;послевузовское профессиональное;;Кандидат наук;Основная;3 года
366.;05.13.15;Вычислительные машины и системы;послевузовское профессиональное;;Кандидат наук;Основная;3 года
367.;05.13.15;Вычислительные машины, комплексы и компьютерные сети;послевузовское профессиональное;;Кандидат наук;Основная;3 года
368.;05.13.17;Теоретические основы информатики;послевузовское профессиональное;;Кандидат наук;Основная;3 года
369.;05.13.18;Математическое моделирование, численные методы и комплексы программ;послевузовское профессиональное;;Кандидат наук;Основная;3 года
370.;05.14.01;Энергетические системы и комплексы;послевузовское профессиональное;;Кандидат наук;Основная;3 года
371;05.14.02;Электрические станции и электроэнергетические системы;послевузовское профессиональное;;Кандидат наук;Основная;3 года
372.;05.14.02;Электростанции и электроэнергетические системы;послевузовское профессиональное;;Кандидат наук;Основная;3 года
373;05.14.04;Промышленная теплоэнергетика;послевузовское профессиональное;;Кандидат наук;Основная;3 года
374;05.22.01;Транспортные и транспортно-технологические системы страны, ее регионов и городов, организация производства на транспорте;послевузовское профессиональное;;Кандидат наук;Основная;3 года
375;05.22.06;Железнодорожный путь, изыскание и проектирование железных дорог;послевузовское профессиональное;;Кандидат наук;Основная;3 года
376.;05.22.07;Подвижной состав железных дорог, тяга поездов и электрификация;послевузовское профессиональное;;Кандидат наук;Основная;3 года
377;05.22.08;Управление процессами перевозок;послевузовское профессиональное;;Кандидат наук;Основная;3 года
378.;05.23.01;Строительные конструкции, здания и сооружения;послевузовское профессиональное;;Кандидат наук;Основная;3 года
379.;05.23.02;Основания и фундаменты, подземные сооружения;послевузовское профессиональное;;Кандидат наук;Основная;3 года
380.;05.23.04;Водоснабжение, канализация, строительные системы охраны водных ресурсов;послевузовское профессиональное;;Кандидат наук;Основная;3 года
381.;05.23.05;Строительные материалы и изделия;послевузовское профессиональное;;Кандидат наук;Основная;3 года
382.;05.23.08;Технология и организация строительства;послевузовское профессиональное;;Кандидат наук;Основная;3 года
383.;05.23.11;Проектирование и строительство дорог, метрополитенов, аэродромов, мостов и транспортных тоннелей;послевузовское профессиональное;;Кандидат наук;Основная;3 года
384.;05.23.17;Строительная механика;послевузовское профессиональное;;Кандидат наук;Основная;3 года
385.;05.25.05;Информационные системы и процессы;послевузовское профессиональное;;Кандидат наук;Основная;3 года
386;05.25.05;Информационные системы и процессы, правовые аспекты информатики;послевузовское профессиональное;;Кандидат наук;Основная;3 года
387.;05.26.01;Охрана труда (транспорт, промышленность, энергетика, строительство, экология);послевузовское профессиональное;;Кандидат наук;Основная;3 года
388.;05.26.02;Безопасность в чрезвычайных ситуациях (транспорт, промышленность, энергетика, строительство, экология);послевузовское профессиональное;;Кандидат наук;Основная;3 года
389;05.26.03;Пожарная и промышленная безопасность (транспорт, промышленность, энергетика, строительство);послевузовское профессиональное;;Кандидат наук;Основная;3 годе
390;07.00.10;История науки и техники;послевузовское профессиональное;;Кандидат наук;Основная;3 года
391.;08.00.01;Экономическая теория;послевузовское профессиональное;;Кандидат наук;Основная;3 года
392;08.00.05;"Экономика и управление народным хозяйством (по отраслям и сферам деятельности в т.ч.: теория управления экономическими системами; макроэкономика; экономика, организация и управление предприятиями, отраслями, комплексами; управление инновациями; региональная экономика: логистика, экономика труда; экономика народонаселения и демография; экономика природопользования; землеустройство и др.)";послевузовское профессиональное;;Кандидат наук;Основная;3 года
393.;08.00.05;"Экономика и управление народным хозяйством (по отраслям и сферам деятельности в т.ч.: экономика, организация и управление предприятиями, отраслями, комплексами; управление инновациями; региональная экономика; логистика; экономика труда: экономика народонаселения и демография; экономика природопользования; экономика предпринимательства; маркетинг; менеджмент; ценообразование; экономическая безопасность; стандартизация и управление качеством продукции; землеустройство; рекреация и туризм)";послевузовское профессиональное;;Кандидат наук;Основная;3 года
394.;08.00.10;Финансы, денежное обращение и кредит;послевузовское профессиональное;;Кандидат наук;Основная;3 года
395.;08.00.13;Математические и инструментальные методы экономики;послевузовское профессиональное;;Кандидат наук;Основная;3 года
396;09.00.01;Онтология и теория познания;послевузовское профессиональное;;Кандидат наук;Основная;3 года
397.;09.00.08;Философия науки и техники;послевузовское профессиональное;;Кандидат наук;Основная;3 года
398.;09.00.11;Социальная философия;послевузовское профессиональное;;Кандидат наук;Основная;3 год
399.;12.00.01;"Теория и история права и государства; история учений о праве и государстве";послевузовское профессиональное;;Кандидат наук;Основная;3 года
400;12.00,03;"Гражданское право, предпринимательское право; семейное право; международное частное право";послевузовское профессиональное;;Кандидат наук;Основная;3 года
401.;12.00.06;"Природоресурсное право; аграрное право; экологическое право";послевузовское профессионально-;;Кандидат наук;Основная;3 года
402.;12.00.09;"Уголовный процесс, криминалистика и судебная экспертиза; оперативно-розыскная деятельность";послевузовское профессиональное;;Кандидат наук;Основная;3 года
403;12.00.09;"Уголовный процесс, криминалистика; оперативно-розыскная деятельность";послевузовское профессиональное;;Кандидат наук;Основная;3 года
404;22.00.04;Социальная структура, социальные институты и процессы;послевузовское профессиональное;;Кандидат наук;Основная;3 года
405;22.00.08;Социология управления;послевузовское профессиональное;;Кандидат наук;Основная;3 года
406;23.00.02;Политические институты, процессы и технологии;послевузовское профессиональное;;Кандидат наук;Основная;3 года
407;23.00.02;Политические институты, этнополитическая конфликтология, национальные и политические процессы и технологии;послевузовское профессиональное;;Кандидат наук;Основная;
408;25.00.35;Геоинформатика;послевузовское профессиональное;;Кандидат наук;Основная;3 года
409;25.00.36;Геоэкология;послевузовское профессиональное;;Кандидат наук;Основная;3 года
410;25.00.36;Геоэкология (по отраслям);послевузовское профессиональное;;Кандидат наук;Основная;3 года
411.;;Дизайнер в области архитектурной среды железнодорожного транспорта;дополнительное профессиональное;;Дизайнер в области архитектурной среды железнодорожного транспорта;Дополнительная;свыше 1000 часов
412.;;Дизайнер в области подвижного состава железнодорожного транспорта;дополнительное профессиональное;;Дизайнер в области подвижного состава железнодорожного транспорта;Дополнительная;свыше 1000 часов
413.;;Мастер делового администрирования - Master of Business Administration (MBA);дополнительное профессиональное;;Мастер делового администрирования - Master of Business Administration (MBA);Дополнительная;свыше 1000 часов
414.;;Менеджер по охране труда;дополнительное профессиональное;;Менеджер по охране труда;Дополнительная;свыше 1000 часов
415.;;Переводчик в сфере профессиональной коммуникации;дополнительное профессиональное;;Переводчик в сфере профессиональной коммуникации;Дополнительная;свыше 1000 часов
416.;;Повышение квалификации государственных гражданских служащих Российской Федерации;дополнительное профессиональное;;;Дополнительная;от 18 до 144 часов
417.;;Повышение квалификации по профилю основных профессиональных образовательных программ вуза;дополнительное профессиональное;;;Дополнительная;от 72 до 500 часов
418.;;Преподаватель высшей школы;дополнительное профессиональное;;Преподаватель высшей школы;Дополнительная;свыше 1000 часов
419.;;Профессиональная переподготовка по профилю основных профессиональных образовательных программ вуза;дополнительное профессиональное;;;Дополнительная;свыше 500 часов
420.;;Антикризисные программы и реструктуризация производства;дополнительное;;;Дополнительная;от 72 до 500 часов
421.;;Безопасность технологических процессов и производств;дополнительное;;;Дополнительная;от 72 до 500 часов
422.;;Документоведение и документационное обеспечение управления;дополнительное;;;Дополнительная;от 72 до 500 часов
423.;;Железнодорожная медицина;дополнительное;;;Дополнительная;от 72 до 500 часов
424.;;Защита информации, составляющей государственную тайну;дополнительное;;;Дополнительная;от 72 до 500 часов
425.;;Информационные технологии в образовательном процессе;дополнительное;;;Дополнительная;от 72 до 500 часов
426.;;Организация мобилизационной подготовки и гражданской обороны на объектах экономики и транспорта;дополнительное;;;Дополнительная;от 72 до 500 часов
427.;;Организация противодействия терроризму на железнодорожном транспорте;дополнительное;;;Дополнительная;от 72 до 500 часов
428.;;Организация учебного процесса в условиях модернизации образования;дополнительное;;;Дополнительная;от 72 до 500 часов
429.;;Охрана труда;дополнительное;;;Дополнительная;40 часов
430.;;Патентоведение;дополнительное;;;Дополнительная;от 72 до 500 часов
431.;;Пожарная безопасность;дополнительное;;;Дополнительная;от 72 до 500 часов
432.;;Предупреждение и ликвидация чрезвычайных ситуаций на транспорте;дополнительное;;;Дополнительная;от 72 до 500 часов
433.;;Промышленная безопасность (по видам надзора);дополнительное;;;Дополнительная;от 72 до 500 часов
434;;Санитарно-эпидемиологическое обеспечение перевозок;дополнительное;;;Дополнительная;от 72 до 500 часов
4,35.;;Современные педагогические технологии;дополнительное;;;Дополнительная;от 72 до 500 часов
436.;;Статистика на транспорте;дополнительное;;;Дополнительная;от 72 до 500 часов
437.;;Страховая деятельность;дополнительное;;;Дополнительная;от 72 до 500 часов
438.;;Транспортная безопасность;дополнительное;;;Дополнительная;от 72 до 500 часов
439;;Управление интеллектуальной собственностью;дополнительное;;;Дополнительная;от 72 до 500 часов
440;;Формы и методы предупреждения чрезвычайных происшествий на железнодорожном транспорте;дополнительное;;;Дополнительная;от 72 до 500 часов
441.;;Ценные бумаги и инвестиции;дополнительное;;;Дополнительная;от 72 до 500 часов
442.;;Антикризисные программы и реструктуризация производства;дополнительное;;;Дополнительная;свыше 500 часов
443.;;Безопасность технологических процессов и производств;дополнительное;;;Дополнительная;свыше 500 часов
444.;;Документоведение и документационное обеспечение управления;дополнительное;;;Дополнительная;свыше 500 часов
445.;;Организация мобилизационной подготовки и гражданской обороны на объектах экономики и транспорта;дополнительное;;;Дополнительная;свыше 500 часов
446.;;Организация противодействия терроризму на железнодорожном транспорте;дополнительное;;;Дополнительная;свыше 500 часов
447.;;Патентоведение;дополнительное;;;Дополнительная;свыше 500 часов
448.;;Статистика на транспорте;дополнительное;;;Дополнительная;свыше 500 часов
449.;;Страховая деятельность;дополнительное;;;Дополнительная;свыше 500 часов
450.;;Формы и методы предупреждения чрезвычайных происшествий на железнодорожном транспорте;дополнительное;;;Дополнительная;свыше 500 часов
451;;Ценные бумаги и инвестиции;дополнительное;;;Дополнительная;свыше 500 часов
1;10047;Аккумуляторщик;;;;;
2.;11241;Бригадир (освобожденный) по текущему содержанию и ремонту пути и ис кусственных сооружений;;;;;
3.;11242;Бригадир (освобожденный) предприятий железнодорожного транспорта и метрополитена;;;;;
4;11359;Вальщик леса;;;;;
5.;11442;"Водитель автомобиля категории ""В""";;;;;
6.;11442;"Водитель автомобиля категории ""В, С""";;;;;
;11442;"Водитель автомобиля категории ""С""";;;;;
8.;11448;Водитель дрезины;;;;;
9.;11453;Водитель погрузчика;;;;;
10.;11463;Водитель электро- и автотележки;;;;;
11.;11796;Дежурный по переезду;;;;;
12.;11800;Дежурный стрелочного поста;;;;;
13.;11830;Дефектоскопист по магнитному и ультразвуковому контролю;;;;;
14,;12624;Кабельщик-спайщик;;;;;
15.;12680;Каменщик;;;;;
16.;12719;Кассир билетный;;;;;
17.;(2721;Кассир торгового зала;;;;;
18.;12904;Кондуктор;;;;;
19.;12907;Кондуктор грузовых поездов;;;;;
20;12924;Контролер автоматических пропускных пунктов метрополитена;;;;;
21;13063;Контролер станочных и слесарных работ;;;;;
22.;13450;Маляр;;;;;
23.;13529;Машинист автомотрисы;;;;;
24.;13696;Машинист дизель-поезда;;;;;
25.;13719;Машинист железнодорожного водоснабжения;;;;;
26;13720;Машинист железнодорожно-строительных машин;;;;;
21;13063;Машинист компрессорных установок;;;;;
28;13788;Машинист крана автомобильного;;;;;
29.;13790;Машинист крана (крановщик);;;;;
30,;13890;Машинист моечной хстановки;;;;;
31.;13895;Машинист мотовоза;;;;;
32,;13910;Машинист насосных чстановок;;;;;
33.;14167;Машинист самоходного весоповерочного вагона;;;;;
34.;1424!;Машинист тепловоза;;;;;
35.;14399;Машинист электровоза;;;;;
36.;14409;Машинист электропоезда;;;;;
37.;14528;Мойщик-уборщик подвижного состава;;;;;
38.;14577;Монтажник оборудования блокировки и централизации на железнодорожном транспорте;;;;;
39.;14601;Монтажник оборудования связи;;;;;
40.;14614;Монтажник приборов и аппаратуры автоматического контроля, регулирования и управления;;;;;
41;14618;Монтажник радиоэлектронной аппаратуры и приборов;;;;;
42.;14626;Монтажник связи-кабельщик;;;;;
43.;14627;Монтажник связи-линейщик;;;;;
44.;14629;Монтажник связи-спайшик;;;;;
45.;14662;Монтер кабельного производства;;;;;
46.;14668;Монтер пути;;;;;
47.;14917;Наладчик контрольно-измерительных вагонов;;;;;
48.;14977;Наладчик приборов, аппаратуры и систем автоматического контроля, регулирования и управления (наладчик кип и автоматики};;;;;
49;14979;Наладчик железнодорожно-строительных машин и механизмов;;;;;
50.;15220;Облицовщик-плиточник;;;;;
51.;15406;Обходчик пути и искусственных сооружений;;;;;
52.;15572;Оператор дефектоскопной тележки;;;;;
53.;15859;Оператор по обслуживанию и ремонту вагонов и контейнеров;;;;;
54.;15874;Оператор по путевым измерениям;;;;;
55.;15894;Оператор поста централизации;;;;;
56.;16019;Оператор связи;;;;;
57.;16033;Оператор сортировочной горки;;;;;
58;16045;Оператор станков с программным управлением;;;;;
59.;16199;Оператор электронно-вычислительных и вычислительных машин;;;;;
60.;16269;Осмотрщик вагонов;;;;;
61.;16275;Осмотрщик-ремонтник вагонов;;;;;
62.;16464;Паяльщик ратиодетате!;;;;;
63.;16671;Плотник;;;;;
64;16783;Поездной электромеханик;;;;;
65.;16856;Помощник машиниста дизельного поезда;;;;;
66.;16878;Помощник машиниста тепловоза;;;;;
67;16885;Помощник машиниста электровоза;;;;;
68;16887;Помощник машиниста электропоезда;;;;;
69.;17035;Прессовщик колесных пар;;;;;
70.;17244;Приемосдатчик груза и багажа;;;;;
71.;17246;Приемосдатчик груза и багажа в поездах;;;;;
72.;17270;Приемщик поездов;;;;;
73.;17334;Проводник пассажирского вагона;;;;;
74.;17336;Проводник по сопровождению грузов и спецвагонов;;;;;
75.;17341;Проводник по сопровождению локомотивов и пассажирских вагонов в нера бочем состоянии;;;;;
76.;17347;Проводник-электромонтер почтовых вагонов;;;;;
77.;S7395;Промывальщик-пропарщик цистерн;;;;;
78.;17861;Регулировщик радиоэлектронной аппаратуры и приборов;;;;;
79.;17863;Регулировщик скорости движения вагонов;;;;;
80.;18013;Ремонтник искусственных сооружений;;;;;
81.;18350;Сварщик термитной сварки;;;;;
82.;18401;Сигналист;;;;;
83.;18447;Слесарь аварийно-восстановитедьныч работ;;;;;
84.;18494;Слесарь по контрольно-измерительным приборам и автоматике;;;;;
85.;18507;Слесарь по осмотру и ремонту локомотивов на пунктах технического обслу живания;;;;;
86.;18511;Слесарь по ремонту автомобилей;;;;;
87.;18524;Слесарь по ремонту и обслуживанию перегрузочных машин;;;;;
88.;18540;Слесарь по ремонту подвижного состава;;;;;
84.;18542;Слесарь по ремонту путевых машин и механизмов;;;;;
90.;18551;Слесарь по такелажу и грузозахватным приспособлениям;;;;;
91.;18559;Слесарь-ремонтник;;;;;
92.;18560;Слесарь-сантехник;;;;;
93.;18590;Слесарь-электрик по ремонту электрооборудования;;;;;
94;18726;Составитель поездов;;;;;
95;18812;Станционный рабочий;;;;;
96.;18880;Столяр строительный;;;;;
97;18897;Стропальщик;;;;;
98.;19091;Телеграфист;;;;;
99.;19093;Телефонист;;;;;
100.;19149;Токарь;;;;;
101.;19727;Штукатур;;;;;
102.;19740;Экипировщик;;;;;
103.;19756;Электрогазосварщик;;;;;
104.;19776;Электромеханик по испытанию и ремонту электрооборудования;;;;;
105.;19789;Электромеханик по ремонту и обслуживанию счетно-вычислительных машин;;;;;
106.;19792;Электромеханик по средствам автоматики и приборам технологического оборудования;;;;;
107.;19802;Электромонтажник по вторичным цепям;;;;;
108;19804;Электромонтажник по кабельным сетям;;;;;
109;19808;электромонтажник по распределительным устройствам;;;;;
110;19810;Электромонтажник по сигнализации, централизации и блокировке на железнодорожном транспорте и наземных линиях метрополитена;;;;;
111.;19823;Электромонтер канализационных сооружений связи;;;;;
112.;19825;Электромонтер контактной сети;;;;;
113.;19827;Электромонтер линейных сооружении телефонной снят и радиофикации;;;;;
114.;19829;Электромонтер-линейщик по монтажу воздушных линий высокого напряжения и контактной сети;;;;;
115.;19842;Электромонтер по обслуживанию подстанций;;;;;
116.;19850;Электромонтер по обслуживанию электроустановок;;;;;
117.;19854;Электромонтер по ремонту аппаратуры релейной защиты и автоматики;;;;;
118.;19855;Электромонтер но ремонту воздушных линий электропередач;;;;;
119.;19857;Электромонтер по ремонту вторичной коммутации и связи;;;;;
120.;19859;Электромонтер по ремонту и монтажу кабельных линий;;;;;
121.;19861;Электромонтер по ремонту и обслуживанию электрооборудования;;;;;
122.;39867;Электромонтер по эксплуатации распределительных сетей;;;;;
123.;19874;Электромонтер-релейщик;;;;;
124.;19876;Электромонтер по ремонту и обслуживанию аппаратуры и устройств связи;;;;;
125.;19878;Электромонтер станционного оборудования радиорелейных линий связи;;;;;
126.;19881;Электромонтер станционного оборудования телеграфной связи;;;;;
;19883;Электромонтер станционной) оборудования телефонной связи;;;;;
128.;19885;Электромонтер станционного радиооборудования;;;;;
129.;19888;Электромонтер тяговой подстанции;;;;;
130.;19890;Электромонтер по обслуживании» и ремонту устройств сигнализации, централизации и блокировки;;;;;
131.;19906;Электросварщик ру чной сварки;;;;;
132;20001;Агент (по видам деятельности);;;;;
133.;20028;Агент по розыску грузов и багажа;;;;;
134.;20031;Агент по снабжению;;;;;
135.;20190;Архивариус;;;;;
136.;20336;Бухгалтер;;;;;
137.;21299;Делопроизводитель;;;;;
138.;26353;Секретарь-машинистка;;;;;
139.;26804;Счетовод;;;;;
140.;26904;Табельщик;;;;;
